Timestamp,ประเมินพี่,น้องเรียนอยู่ชั้น,อยากเรียนต่อกับพี่เค้าแค่ไหน,น้องเรียนที่นี่เทอมนี้กี่วิชา,น้องเรียนที่ Super Genius มานานยัง,เรียนกับพี่เค้าตรงกับที่โรงเรียนไหม (ดีมาก=4 ไม่ดีเลย=1),เรียนรู้เรื่องไหม (ดีมาก=4 ไม่ดีเลย=1),เรียนสนุกไหม (สนุกมาก=4 น่าเบื่อสุดๆ=1),ชีทหรือหนังสือพี่เค้าดีไหม (ตอบได้หลายข้อ),เสียงพี่เค้าดังเหมาะสมไหม,"พี่เค้าเอาใจใส่เราดีไหม (ดีมาก=4 , ไม่สนใจเราเลย=1)","รวมๆแล้วพี่เค้าสอนดีไหม (ดีมาก=4 , ไม่ดีเลย=1)",พี่เค้าสอนเร็วไหม,"ความรู้ที่ได้จากพี่เค้าเยอะไหม (ได้เยอะมาก=4 , ไม่ได้เลย =1)",สนิทกับพี่เค้าไหม,พี่เค้าเก่งไหม มีเทคนิค หรือการอธิบาย การยกตัวอย่างเป็นยังไงบ้าง,ข้อเสียของพี่เค้าคือไร จัดเต็มเลยครับ เต็มที่
8/28/2016 8:59:47,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ป.6,ก็ดีนะ,5,นี่เทอมแรก,4,3,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,สอนเร็ว,3,ไม่ค่อย,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ปล่อยออกทานข้าวช้า
8/28/2016 10:41:25,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ป.6,ก็ดีนะ,5,นี่เทอมแรก,3,3,3,โจทย์ยากไป,ดังฟังชัดดี,3,3,พอดี,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,*
8/28/2016 14:11:03,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ม.3,ก็ดีนะ,5,นี่เทอมแรก,4,2,2,ดีแล้วจ้า,ดังฟังชัดดี,2,3,สอนเร็ว,3,ไม่ค่อย,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,Late
8/28/2016 14:51:28,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ม.3,ก็ดีนะ,2,ปีกว่าละ,4,3,4,โจทย์ยากไป,ดังฟังชัดดี,4,4,สอนเร็ว,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,"ให้เวลาจดน้อย
"
8/28/2016 19:09:25,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ป.6,ก็ดีนะ,เกิน 5,นี่เทอมแรก,2,3,3,"โจทย์ยากไป, อยากให้มีสีสันครับ",ดังฟังชัดดี,3,3,สอนเร็ว,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ให้สอบบ่อยเกินนนนนน
8/31/2016 17:34:26,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ม.3,ก็ดีนะ,5,นี่เทอมแรก,3,3,3,โจทย์ยากไป,ดังฟังชัดดี,3,3,สอนเร็ว,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ไม่มี
9/3/2016 15:55:06,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ม.2,ก็ดีนะ,5,สองปีแล้ว,2,3,2,โจทย์ยากไป,ดังไป,4,3,พอดี,2,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,พี่เขาถามบ่อยเกินไป
9/6/2016 15:59:45,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ป.6,ก็ดีนะ,2,ปีกว่าละ,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ไม่มีครับ:)
9/12/2016 12:52:16,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ม.1,ก็ดีนะ,5,ปีนึงละมั้ง,3,3,3,โจทย์ยากไป,ดังฟังชัดดี,3,3,สอนเร็วมาก,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,สอนเร็ว จดเยอะ
9/12/2016 13:05:39,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ม.3,ก็ดีนะ,2,นี่เทอมแรก,3,4,2,ดีแล้วจ้า,ดังฟังชัดดี,1,4,พอดี,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ชอบนัดสอนเพิ่ม
9/12/2016 14:36:40,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ม.2,ก็ดีนะ,เกิน 5,สองปีแล้ว,3,3,3,ดีแล้วจ้า,ดังฟังชัดดี,3,4,สอนเร็ว,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,.
9/12/2016 16:01:13,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ม.2,ก็ดีนะ,5,นี่เทอมแรก,1,3,3,ดีแล้วจ้า,ดังฟังชัดดี,3,4,สอนเร็ว,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ไม่มี
9/12/2016 16:43:29,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ป.6,ก็ดีนะ,5,นี่เทอมแรก,4,3,3,ดีแล้วจ้า,ดังฟังชัดดี,4,4,สอนเร็ว,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,แต่งตัวบ้านๆมาสอนครับ บางคน
9/12/2016 18:34:45,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ม.3,ก็ดีนะ,5,สองปีแล้ว,3,3,3,ดีแล้วจ้า,ดังฟังชัดดี,4,4,สอนเร็ว,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ปล่อยช้าส
9/12/2016 19:05:59,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ม.2,ก็ดีนะ,เกิน 5,เกิน 2 ปีแล้วจ้าา,3,3,3,โจทย์ยากไป,ดังฟังชัดดี,3,3,พอดี,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,อธิบายเข้าใจกว่านี้คะ
9/13/2016 21:44:38,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ป.6,ก็ดีนะ,5,นี่เทอมแรก,4,4,3,ดีแล้วจ้า,ดังไป,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,-
8/28/2016 20:14:30,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ป.6,เปลี่ยนครูเหอะ,5,นี่เทอมแรก,2,3,2,"โจทย์ยากไป, ไม่ค่อยน่าเรียน",ดังฟังชัดดี,2,2,สอนเร็ว,1,ไม่สนิทเลย,ไม่เก่งเลย ยกตัวอย่างไม่เข้าใจ อธิบายไรไม่รู้,*
8/28/2016 14:24:34,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ป.6,ไม่ค่อยอยาก,5,ปีกว่าละ,2,2,3,โจทย์ยากไป,ดังฟังชัดดี,3,2,สอนเร็วมาก,2,ก็กลางๆ กล้าถามกล้าตอบอยู่,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,เนื้อหายาก
9/12/2016 17:23:21,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ป.6,ไม่ค่อยอยาก,5,ปีนึงละมั้ง,3,3,2,"โจทย์ยากไป, ไม่ค่อยน่าเรียน",ดังไป,2,2,สอนเร็วมาก,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,จิงจังไป ทำไมต้องให้สอบตลอด ไม่ชอบเลย ชอบสอนlate ตอนพักกินข้าว
8/27/2016 13:09:18,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ป.6,อยากเรียนต่อมาก,5,ปีกว่าละ,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ปล่อยช้า
8/27/2016 14:47:28,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ป.6,อยากเรียนต่อมาก,5,นี่เทอมแรก,4,4,4,"โจทย์ยากไป, ดีแล้วจ้า",ดังฟังชัดดี,4,4,พอดี,4,สนิท คุยเล่นได้สบายๆ,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,"โหดเกินไป
"
8/27/2016 15:54:39,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ป.6,อยากเรียนต่อมาก,5,นี่เทอมแรก,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,...
8/27/2016 16:18:27,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ป.6,อยากเรียนต่อมาก,5,นี่เทอมแรก,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,สอนเร็ว,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,"ไม่มี
"
8/28/2016 10:41:06,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ป.6,อยากเรียนต่อมาก,5,สองปีแล้ว,4,3,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,3,สนิท คุยเล่นได้สบายๆ,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ไม่มีนะพี่ป็อปใจดีมาก
8/28/2016 14:16:48,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ม.3,อยากเรียนต่อมาก,5,นี่เทอมแรก,4,4,3,ดีแล้วจ้า,ดังฟังชัดดี,3,3,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,พีี่ป๊อปอธิบายบางอย่างไม่ค่อยเก็ทอ่ะ แต่โดยรวมแล้วพี่ป๊อปก็สอนดีนะ
8/28/2016 15:57:54,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ม.1,อยากเรียนต่อมาก,5,ปีนึงละมั้ง,4,3,4,ดีแล้วจ้า,ดังฟังชัดดี,3,4,พอดี,3,ไม่ค่อย,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,เสียงดังไปนิดหน่อยแต่ก็ฟังชัดดีค่ะ
8/28/2016 15:57:55,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ม.1,อยากเรียนต่อมาก,5,ปีนึงละมั้ง,4,3,4,ดีแล้วจ้า,ดังฟังชัดดี,3,4,พอดี,3,ไม่ค่อย,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,เสียงดังไปนิดหน่อยแต่ก็ฟังชัดดีค่ะ
8/28/2016 17:44:03,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ม.1,อยากเรียนต่อมาก,5,สองปีแล้ว,3,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,สอนเร็ว,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ปล่อยlate
9/4/2016 8:02:33,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ม.3,อยากเรียนต่อมาก,2,นี่เทอมแรก,4,4,3,ดีแล้วจ้า,ดังฟังชัดดี,3,3,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,-----
9/4/2016 11:48:20,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ม.3,อยากเรียนต่อมาก,5,นี่เทอมแรก,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ไม่มี
9/12/2016 12:40:53,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ม.2,อยากเรียนต่อมาก,5,เกิน 2 ปีแล้วจ้าา,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ไม่มี
9/12/2016 12:53:09,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ม.2,อยากเรียนต่อมาก,5,ปีกว่าละ,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,สอนเร็ว,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,บางครั้งปล่อยเลทมากพี่ 555555 หิวไงอยากซื้อหนมกิน
9/12/2016 12:53:18,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ม.6,อยากเรียนต่อมาก,5,สองปีแล้ว,3,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,สอนเร็ว,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,"เป็นคนดี  คนเก่ง
สอนสนุก"
9/12/2016 12:54:16,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ม.3,อยากเรียนต่อมาก,5,ปีกว่าละ,4,3,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,สนิท คุยเล่นได้สบายๆ,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,เลี้ยง เยอะๆๆ
9/12/2016 13:02:25,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ป.6,อยากเรียนต่อมาก,5,นี่เทอมแรก,4,3,3,ดีแล้วจ้า,ดังฟังชัดดี,3,3,พอดี,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ไม่มี
9/12/2016 13:31:44,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ม.1,อยากเรียนต่อมาก,5,ปีนึงละมั้ง,4,4,4,"ดีแล้วจ้า, โจทย์มากไป",ดังไป,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,เสียงดังเกิน
9/12/2016 14:36:45,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ม.2,อยากเรียนต่อมาก,5,นี่เทอมแรก,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ไม่มี
9/12/2016 16:44:59,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ป.6,อยากเรียนต่อมาก,5,นี่เทอมแรก,4,3,4,โจทย์ยากไป,ดังไป,4,4,พอดี,4,ไม่ค่อย,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ไม่มีครับ
9/12/2016 17:37:06,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ม.1,อยากเรียนต่อมาก,2,ปีกว่าละ,4,4,3,โจทย์น้อยไป,ดังฟังชัดดี,3,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,เครียดไปในบางครั้ง
9/12/2016 17:47:09,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ม.6,อยากเรียนต่อมาก,เกิน 5,เกิน 2 ปีแล้วจ้าา,4,4,3,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,สนิท คุยเล่นได้สบายๆ,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,จามทีตกใจความรู้หายหมดเลย55555
9/12/2016 18:01:03,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ม.3,อยากเรียนต่อมาก,2,เกิน 2 ปีแล้วจ้าา,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,เกินเวลา55555 หยอกๆค้าาา
9/12/2016 18:56:50,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ป.6,อยากเรียนต่อมาก,5,นี่เทอมแรก,3,3,4,ดีแล้วจ้า,ดังฟังชัดดี,3,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ไม่มี
9/17/2016 12:12:32,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ป.6,อยากเรียนต่อมาก,5,ปีนึงละมั้ง,3,3,4,โจทย์ยากไป,ดังฟังชัดดี,4,4,สอนเร็ว,4,สนิท คุยเล่นได้สบายๆ,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ไม่ค่อยหล่อเเค่นี้นะ
8/28/2016 11:52:14,พี่บอส (ไทยป.4-ม.6),ม.1,ก็ดีนะ,5,ปีนึงละมั้ง,3,4,4,โจทย์ง่ายไป,ดังฟังชัดดี,4,4,พอดี,4,สนิท คุยเล่นได้สบายๆ,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ไม่รู้
8/28/2016 14:15:26,พี่บอส (ไทยป.4-ม.6),ม.3,ก็ดีนะ,1,นี่เทอมแรก,4,3,3,ดีแล้วจ้า,ดังฟังชัดดี,2,4,พอดี,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,มุกอะไรไม่รู้
8/28/2016 14:21:11,พี่บอส (ไทยป.4-ม.6),ป.6,ก็ดีนะ,5,นี่เทอมแรก,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,3,4,สอนเร็ว,4,ไม่ค่อย,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,มาเข้าช้าไปนิด
8/28/2016 14:28:13,พี่บอส (ไทยป.4-ม.6),ป.6,ก็ดีนะ,5,ปีกว่าละ,3,3,3,โจทย์ยากไป,ดังฟังชัดดี,3,3,สอนเร็ว,2,ก็กลางๆ กล้าถามกล้าตอบอยู่,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,สอนยาก
8/28/2016 16:05:16,พี่บอส (ไทยป.4-ม.6),ม.1,ก็ดีนะ,5,ปีนึงละมั้ง,2,4,4,ดีแล้วจ้า,ดังฟังชัดดี,3,3,พอดี,3,ไม่ค่อย,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,จริงๆแล้วแทบไม่มีเลยค่ะพี่เค้าเอาสื่อต่างๆของวิชาภาษาอังกฤษมาให้ดูน่าสนใจมากๆค่ะ อยากให้พี่เดียร์สอนต่อไปนานๆค่ะ💞
8/31/2016 17:36:18,พี่บอส (ไทยป.4-ม.6),ม.3,ก็ดีนะ,5,นี่เทอมแรก,3,3,3,ดีแล้วจ้า,ดังฟังชัดดี,3,3,พอดี,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,ไม่มี
9/4/2016 12:07:42,พี่บอส (ไทยป.4-ม.6),ม.3,ก็ดีนะ,5,นี่เทอมแรก,3,4,4,"ดีแล้วจ้า, ควรเพิ่มเนื้อหาที่เรียน",ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ไม่มี
9/12/2016 13:23:12,พี่บอส (ไทยป.4-ม.6),ม.2,ก็ดีนะ,5,นี่เทอมแรก,2,2,3,โจทย์ง่ายไป,ดังฟังชัดดี,3,3,สอนช้า,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,พี่นอกเรื่องบ่อย
9/12/2016 13:38:14,พี่บอส (ไทยป.4-ม.6),ม.1,ก็ดีนะ,5,ปีนึงละมั้ง,2,4,4,ดีแล้วจ้า,ดังฟังชัดดี,3,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,สอนไม่ตรง
9/12/2016 13:42:20,พี่บอส (ไทยป.4-ม.6),ม.1,ก็ดีนะ,5,ปีนึงละมั้ง,3,3,4,โจทย์น้อยไป,ดังไป,2,3,สอนเร็วมาก,3,ไม่ค่อย,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,พี่สอนเร็ว งงๆ
9/12/2016 14:41:45,พี่บอส (ไทยป.4-ม.6),ม.2,ก็ดีนะ,5,นี่เทอมแรก,2,2,3,โจทย์น้อยไป,ดังฟังชัดดี,3,3,พอดี,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,เนื้อหาตรงกับที่เรียนไม่ค่อยมีเลย ส่วนใหญ่เป็นของม.1 
8/28/2016 12:34:41,พี่บอส (ไทยป.4-ม.6),ป.6,อยากเรียนต่อมาก,5,นี่เทอมแรก,3,3,3,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,ไม่ค่อย,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,"*
"
8/28/2016 14:22:46,พี่บอส (ไทยป.4-ม.6),ม.3,อยากเรียนต่อมาก,5,นี่เทอมแรก,4,4,3,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,สนิท คุยเล่นได้สบายๆ,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ไม่มีนะ พี่บอสเป็นกันเองดีอ่ะ
8/28/2016 16:03:40,พี่บอส (ไทยป.4-ม.6),ม.1,อยากเรียนต่อมาก,5,สองปีแล้ว,2,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,สอนเร็วพอประมาณ
8/28/2016 16:09:12,พี่บอส (ไทยป.4-ม.6),ม.1,อยากเรียนต่อมาก,5,ปีนึงละมั้ง,3,3,4,ดีแล้วจ้า,ดังฟังชัดดี,3,3,พอดี,3,ไม่ค่อย,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ไม่มีค่ะพี่สอนสนุกมากๆเลยเเล้วก็ได้รับความรู้ที่อาจจะไม่ตรงบทเรียนบ้างแต่ก็ได้รับความรู้ที่กว้างขวางดีมากค่ะพี่อธิบายได้เข้าใจมากๆมีลูกเล่น sound track มาเล่นๆนิดๆด้วยสนุกมากค่ะสอนต่อไปยะคะ อยากให้พี่สอนต่อจริงๆ💕
8/28/2016 17:00:41,พี่บอส (ไทยป.4-ม.6),ป.6,อยากเรียนต่อมาก,5,สองปีแล้ว,3,3,4,ดีแล้วจ้า,ดังฟังชัดดี,3,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,ไม่มี
8/28/2016 20:11:45,พี่บอส (ไทยป.4-ม.6),ป.6,อยากเรียนต่อมาก,5,นี่เทอมแรก,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,3,4,พอดี,4,ไม่ค่อย,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,อยากให้พี่แต่งชุดไทยมาสอน
8/29/2016 17:47:32,พี่บอส (ไทยป.4-ม.6),ป.6,อยากเรียนต่อมาก,5,นี่เทอมแรก,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,สอนเร็ว,3,ไม่ค่อย,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ก่อนกลับอยากให้เปิดอะไรตลกๆให้ดูจะได้ไม่เครียดกันการเรียนมากไป
9/4/2016 8:52:43,พี่บอส (ไทยป.4-ม.6),ม.3,อยากเรียนต่อมาก,5,นี่เทอมแรก,4,3,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,พี่ต้องเข้มงวดอีกก เด็กมันดื้อ โหดนิดๆไม่ต้องมาก
9/12/2016 12:55:19,พี่บอส (ไทยป.4-ม.6),ม.2,อยากเรียนต่อมาก,5,ปีกว่าละ,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,สนิท คุยเล่นได้สบายๆ,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,อยากให้มีโจทย์มากกว่านี้ค่ะ 
9/12/2016 17:38:07,พี่บอส (ไทยป.4-ม.6),ม.6,อยากเรียนต่อมาก,2,นี่เทอมแรก,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,รักค่ะ 555 
9/12/2016 17:56:08,พี่บอส (ไทยป.4-ม.6),ม.6,อยากเรียนต่อมาก,เกิน 5,เกิน 2 ปีแล้วจ้าา,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ไม่มีจ้าาาา~
